Name,Description,Age,Rating_out_of_5,No_of_Ratings,Price,Link
The World Needs More Purple People,"
#1 New York Times bestseller! Actress, producer, and parent Kristen Bell (The Good Place, Veronica Mars, Frozen) and creative director and parent Benjamin Hart have a new challenge for you and your kids: become a purple person by embracing what makes YOU special while finding common ground with those around you.   What is a purple person? Great question. I mean, really great! Because purple people always ask really great questions. They bring their family, friends, and communities together, and they speak up for what’s right. They are kind and hardworking, and they love to laugh (especially at Grandpa’s funny noises)! A purple person is an everyday superhero! How do you become one? That’s the fun part! Penny Purple will lead you through the steps. Get ready to be silly, exercise your curiosity, use your voice, and be inspired.  Looking to reach beyond the political divide of red and blue, Kristen Bell and Benjamin Hart have created a hilarious and joyous read-aloud that offers a wonderful message about embracing the things that bring us together as humans. This book will inspire a whole generation to paint the world purple!

",Ages: 3 - 7 years,4.8,6.449,$10.15,https://www.amazon.com/World-Needs-More-Purple-People/dp/0593121961/ref=sr_1_127?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-127
Junie B. Jones's First Boxed Set Ever! (Books 1-4),"
Get ready to laugh with the first four books from this #1 New York Times bestselling chapter book series about the world’s funniest kindergartner! This box set makes the perfect gift for your own young readers!  Laugh yourself silly with Junie B. Jones as she starts kindergarten! Perfect for the first day of school, preschool or kindergarten graduation, or a great gift any time of year! With over 60 million copies in print, Junie B. Jones has been keeping kids reading and laughing for more than twenty years.  “Hilarious. Barbara Park makes reading fun.” —Dav Pilkey, author of DOG MAN Books in this boxed set include: #1: Junie B. Jones and the Stupid Smelly Bus: Learn to overcome first-day fears with Junie B. Jones.#2: Junie B. Jones and a Little Monkey Business: Junie B. Jones gets a baby brother.#3: Junie B. Jones and Her Big Fat Mouth: Junie B.’s big mouth lands her in hot water.#4: Junie B. Jones and Some Sneaky Peeky Spying: Junie B. has a big secret to keep.

",Ages: 6 - 9 years,4.8,8.531,$12.99,https://www.amazon.com/Junie-Joness-First-Boxed-Books/dp/0375813616/ref=sr_1_128?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-128
The One and Only Bob (One and Only Ivan),"
A #1 New York Times bestseller!Return to the unforgettable world of the Newbery Medal-winning and #1 New York Times bestselling novel The One and Only Ivan (soon to be a major motion picture!) in this incredible sequel, starring Ivan’s friend Bob!Bob sets out on a dangerous journey in search of his long-lost sister with the help of his two best friends, Ivan and Ruby. As a hurricane approaches and time is running out, Bob finds courage he never knew he had and learns the true meaning of friendship and family.Bob, Ivan, and Ruby have touched the hearts of millions of readers, and their story isn’t over yet. Catch up with these beloved friends before the star-studded film adaptation of The One and Only Ivan hits theaters in August 2020!One and Only Bob is an instant #1 New York Times bestseller, embraced by new and old fans of Katherine Applegate's beloved One and Only Ivan. Great for summer reading or anytime! A Today show pick for “25 children’s books your kids and teens won’t be able to put down this summer!""

",Ages: 8 - 12 years,4.8,5.688,$12.78,https://www.amazon.com/One-Only-Bob-Ivan/dp/0062991310/ref=sr_1_129?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-129
I've Loved You Since Forever,"
New York Times #1 Bestseller!I’ve Loved You Since Forever is a celebratory and poetic testament to the timeless love felt between parent and child. This beautiful picture book is inspired by Today show co-anchor Hoda Kotb’s heartwarming adoption of her baby girl, Haley Joy.With Kotb’s lyrical text and stunning pictures by Suzie Mason, young ones and parents will want to snuggle up and read the pages of this book together, over and over again.In the universe,there was you andthere was me,waiting for the day ourstars would meet. . .Makes a lovely gift for baby showers, Mother's Day, and more. Plus don't miss Hoda Kotb and Suzie Mason's beautiful follow-up picture book, You Are My Happy.

",Ages: 4 - 8 years,4.8,15.3,$7.99,https://www.amazon.com/Ive-Loved-You-Since-Forever/dp/0062841742/ref=sr_1_130?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-130
A Is for Awesome!: 23 Iconic Women Who Changed the World,"
Why stick with plain old A, B, C when you can have Amelia (Earhart), Malala, Tina (Turner), Ruth (Bader Ginsburg), all the way to eXtraordinary You―and the Zillion of adventures you will go on?Instagram superstar Eva Chen, author of Juno Valentine and the Magical Shoes, is back with an alphabet board book depicting feminist icons in A Is for Awesome: 23 Iconic Women Who Changed the World, featuring spirited illustrations by Derek Desierto.

",Ages: 1 - 3 years,4.8,4.818,$9.99,https://www.amazon.com/Awesome-Iconic-Women-Changed-World/dp/1250215994/ref=sr_1_131?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-131
How to Catch a Dinosaur,"
From the New York Times and USA Today bestselling ""How to Catch"" series comes an adventure sure to delight every dinosaur fan!Do YOU have what it takes to catch a prehistoric pal?Can you catch a dinosaurand prove they're still around?Use your brain and set your trapsto get that dino found!Also in the How to Catch Series: How to Catch a Unicorn How to Catch a Mermaid How to Catch a DragonHow to Catch a Monster

",Ages: 4 - 10 years,4.8,3.369,$7.99,https://www.amazon.com/How-Catch-Dinosaur-Adam-Wallace/dp/1492680524/ref=sr_1_132?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-132
God Gave Us You,"
ECPA BESTSELLER—Over one million copies sold! When a charming polar bear cub climbs into bed one night, she asks her Mama a very important question, one that little “human cubs” often wonder about, too: “Where did I come from?”As Mama bear tucks her youngest cub under the quilts, she gently, tenderly, and reassuringly communicates the message loving parents everywhere (bears and non-bears alike) want their little ones to hear: ""We wanted you very, very much, and we are so very glad because—God gave us you."" Perfect for bedtime, naptime, storytime or anytime, God Gave Us You provides a valuable opportunity to build children's self-esteem every day and assure each one that he or she truly is a welcomed, precious, and treasured gift from the Lord. Also available in the God Gave Us series:God Gave Us TwoGod Gave Us ChristmasGod Gave Us HeavenGod Gave Us LoveGod Gave Us So Much

",Ages: 3 - 7 years,4.9,12.224,$4.99,https://www.amazon.com/God-Gave-Lisa-Tawn-Bergren/dp/1578563232/ref=sr_1_133?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-133
The 7 Habits of Highly Effective Teens,"
Over 3 million copies sold. Over 800 positive reviews. Adapted from the New York Times bestseller The 7 Habits of Highly Effective People, The 7 Habits of Highly Effective Teens is the ultimate teenage success guide—now updated for the digital age.Imagine you had a roadmap—a step-by-step guide to help you get from where you are now, to where you want to be in the future. Your goals, your dreams, your plans…they’re all within reach. You just need the tools to help you get there. That’s what Sean Covey’s landmark book, The 7 Habits of Highly Effective Teens, has been to millions of teens: a handbook to self-esteem and success. Now updated for the digital age, this classic book applies the timeless principles of 7 Habits to the tough issues and life-changing decisions teens face. Covey provides a simple approach to help teens improve self-image, build friendships, resist peer pressure, achieve their goals, and appreciate their parents, as well as tackle the new challenges of our time, like cyberbullying and social media. In addition, this book is stuffed with cartoons, clever ideas, great quotes, and incredible stories about real teens from all over the world. Endorsed by high-achievers such as former 49ers quarterback Steve Young and 28-time Olympic medalist Michael Phelps, The 7 Habits of Highly Effective Teens has become the last word on surviving and thriving as a teen.

",Ages: 12 years and up,4.6,6.72,$9.96,https://www.amazon.com/Habits-Highly-Effective-Teens/dp/1476764662/ref=sr_1_134?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-134
Harry Potter Hardcover Boxed Set: Books 1-7,"
HARRY POTTER BOXED SET 1-7 includes the seven phenomenal Harry Potter hardcover books by best selling author J. K. Rowling. These books are housed in a collectible trunk-like box with sturdy handles and privacy lock. Bonus decorative stickers are included in each boxed set.

",Ages: 8 years and up,4.7,3.87,$132.99,https://www.amazon.com/Harry-Potter-Hard-Cover-Boxed/dp/0545044251/ref=sr_1_135?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-135
"Scissor Skills Preschool Workbook for Kids: A Fun Cutting Practice Activity Book for Toddlers and Kids ages 3-5: Scissor Practice for Preschool ... 40 Pages of Fun Animals, Shapes and Patterns",,,4.7,7.068,$5.99,https://www.amazon.com/Scissor-Skills-Preschool-Workbook-Kids/dp/1948209608/ref=sr_1_136?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-136
C Is for Country,"
Parents who play Grammy winner Lil Nas X's 12-times platinum single Old Town Road on repeat will want to take their kids and ride on over to this ABC picture book from the music mega-star! A is for adventure. Every day is a brand-new start! B is for boots—whether they're big or small, short or tall. And C is for country. Join superstar Lil Nas X—who boasts the longest-running #1 song in history—and Panini the pony on a joyous journey through the alphabet from sunup to sundown. Experience wide-open pastures, farm animals, guitar music, cowboy hats, and all things country in this debut picture book that's perfect for music lovers learning their ABCs and for anyone who loves Nas's signature genre-blending style.  Featuring bold, bright art from Theodore Taylor III, with plenty of hidden surprises for Nas's biggest fans, C Is for Country is a celebration of song and the power inside us all. 

",Ages: 3 - 7 years,4.8,54,$12.79,https://www.amazon.com/C-Country-Lil-Nas-X/dp/0593300785/ref=sr_1_137?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-137
First Little Readers Parent Pack: Guided Reading Level C: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"
Jumpstart reading success with this big collection motivating storybooks correlated with Guided Reading Level C. Most pages of these full-color storybooks feature just two or three lines of simple, repetitive text to help children learn to read with ease and confidence. Includes a 4-page, tip-filled parent guide. A great value! 1. The Pie that Jack Made 2. Funny Foods 3. Round the Clown 4. Follow that Cat! 5. Counting Bugs 6. Lunch Crunch 7. Bubble Shapes 8. All About Dinosaurs 9. Make a Pizza 10. This Little Piggy 11. Tail Tale 12. Eight Arms are Great 13. Bat Facts 14. Snow Tracks 15. Lots of Legs 16. Polka-a-Dot World 17. The Teeny Tiny Man 18. Giant Friends 19. Hot Dog, Hot Dog 20. Squares are Everywhere 21. Surprises 22. Shadow Guessing Game 23. Monkey Business 24. Draw a Pig 25. Clay Play For use with Grades PreK-2.

",Ages: 4 - 7 years,4.8,4.904, $8.99,https://www.amazon.com/First-Little-Readers-Parent-Pack/dp/0545231515/ref=sr_1_138?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-138
